id,location name,type,title,features,pool (0/1),sea view (0/1),garage (0/1)
261360,Nagüeles,apartments,apartment for sale in nagueles,"climate:  air conditioning, furniture:  not furnished, kitchen:  fully fitted, parking:  underground, more than one, security:  gated complex, 24 hour security",0,0,0
261710,Nagüeles,houses,townhouse for sale in nagueles,"climate:  air conditioning, hot a/c, cold a/c, fireplace, u/f/h bathrooms, features:  covered terrace, fitted wardrobes, private terrace, solarium, storage room, ensuite bathroom, marble flooring, jacuzzi, barbeque, double glazing, kitchen:  fully fitted, parking:  garage, more than one, private, security:  gated complex, electric blinds, entry phone, alarm system, 24 hour security, safe",0,0,1
261726,Nagüeles,houses,villa for sale in nagueles,"climate:  fireplace, u/f heating, features:  marble flooring, garden:  private, parking:  open, more than one, private",0,0,0
263337,Nagüeles,houses,stunning new build modern villa for sale in nagueles with sea views to gibraltar,"office room, fully fitted kitchen, fireplace, guest room, alarm, double glazing, mountainside, living room, underfloor heating (throughout), home automation system, laundry room, gated community, cinema room, wine cellar, unfurnished, open plan kitchen, guest apartment, sea view, mountain view, fitted wardrobes, air conditioning, excellent condition, utility room, marble floors, basement, storage room, internet - wifi, covered terrace, amenities near",0,1,0
263844,Nagüeles,houses,"3 bedroom townhouse for sale in prime location, nagueles, marbella golden mile","fully fitted kitchen, alarm, dining room, living room, gated community, beachside, security entrance, sea view, fitted wardrobes, air conditioning, marble floors, private terrace, covered terrace, garden view, amenities near",0,1,0
263879,Nagüeles,houses,rustic style villa for sale in nagueles a few minutes away from marbella centre,"fully fitted kitchen, fireplace, sauna, guest room, gym, alarm, solarium, double glazing, barbeque, telephone, wall-to-wall carpet, separate apartment, central heating, underfloor heating (partial), security entrance, mountain view, transport near, fitted wardrobes, air conditioning, utility room, storage room, private terrace, internet - wifi, covered terrace, uncovered terrace, amenities near",0,0,0
265388,Nagüeles,houses,"elegant villa for sale in nagueles, marbella","property features
						climate:  air conditioning hot/cold, gas central heatingfeatures:  exclusive development, garage, guest apartment, ideal family home, laundry, living room with fireplace, marble flooring, mature garden, near amenities, sought after area, walking distance to cafésgarden:  privateparking:  double garagepool:  privateview:  garden, lake, sea",1,0,1
266127,Nagüeles,apartments,apartment for sale in nagueles,"climate:  air conditioning, central heating, features:  covered terrace, lift, fitted wardrobes, private terrace, satellite tv, {lng_feature_features_adsl_/_wifi}, gym, tennis court, storage room, utility room, ensuite bathroom, marble flooring, double glazing, garden:  communal, orientation:  south, pool:  communal, setting:  frontline golf, commercial area, close to sea, close to forest, urbanisation",1,0,0
266915,Nagüeles,houses,villa for sale in nagueles,"climate:  air conditioning, hot a/c, cold a/c, furniture:  fully furnished, orientation:  south, pool:  private",1,0,0
268003,Nagüeles,apartments,apartment for sale in nagueles,"features:  lift, fitted wardrobes, orientation:  south east, pool:  communal",1,0,0
270735,Nagüeles,houses,"nice villa with sea views
						villa for sale in rocio de nagueles, marbella golden mile","barbeque, covered terrace, dining room, fireplace, fitted wardrobes, fully fitted kitchen, garden view, guest toilet, gym, heated pool, indoor pool, jacuzzi, laundry room, living room, marble floors, mountainside, private terrace, sauna, sea view, separate apartment, storage room, underfloor heating (throughout)",1,1,0
270762,Nagüeles,houses,"remodeled luxury villa in nagueles
						villa for sale in rocio de nagueles, marbella golden mile","air conditioning, alarm, electric blinds, fireplace, fully fitted kitchen, home automation system, marble floors, parquet floors, underfloor heating (bathrooms)",0,0,0
270866,Golden Mile,apartments,"marbella center: fabulous, frontline beach duplex penthouse
						duplex for sale in marina mariola, marbella golden mile","air conditioning, alarm, amenities near, beachside, central heating, covered terrace, fitted wardrobes, fully fitted kitchen, lift, living room, marble floors, private terrace, satellite tv, security service 24h, solarium, storage room, transport near",0,0,0
271082,Golden Mile,apartments,"penthouse for sale in mansion club, marbella golden mile","air conditioning, amenities near, central heating, fully fitted kitchen, private terrace, security service 24h, transport near",0,0,0
271173,Golden Mile,apartments,"marbella golden mile: quality 2 bedroom apartment
						apartment for sale in marina mariola, marbella golden mile","air conditioning, beachside, central heating, covered terrace, fitted wardrobes, fully fitted kitchen, fully furnished, garden view, gated community, gym, heated pool, lift, living room, marble floors, private terrace, sauna, security service 24h, utility room",1,0,0
271222,Nagüeles,apartments,"marbella, golden mile: 3 bedroom apartment
						apartment for sale in nagueles, marbella golden mile","air conditioning, covered terrace, double glazing, fitted wardrobes, fully fitted kitchen, garden view, gated community, guest toilet, lift, living room, mountainside, parquet floors, private terrace, security service 24h, storage room",0,0,0
271266,Nagüeles,apartments,"marbella golden mile: modern 3 bedroom apartment
						apartment for sale in nagueles, marbella golden mile","air conditioning, covered terrace, fitted wardrobes, fully fitted kitchen, garden view, gated community, guest toilet, living room, mountainside, panoramic view, parquet floors, private terrace, security service 24h, storage room",0,0,0
271275,Golden Mile,apartments,"ground floor apartment for sale in mansion club, marbella golden mile","24h service, air conditioning, alarm, amenities near, barbeque, central heating, covered terrace, dining room, doorman, double glazing, electric blinds, fitted wardrobes, fully fitted kitchen, fully furnished, gated community, guest room, laundry room, lift, living room, marble floors, private terrace, satellite tv, security entrance, security service 24h, storage room, tennis / paddle court, underfloor heating (bathrooms), utility room",0,0,0
271342,Golden Mile,apartments,"mansion club, marbella: fabulous penthouse in luxurious complex
						penthouse for sale in mansion club, marbella golden mile","air conditioning, amenities near, covered terrace, double glazing, fitted wardrobes, fully fitted kitchen, gated community, lift, living room, marble floors, mountain view, mountainside, private terrace, sea view, security service 24h, security shutters, storage room",0,1,0
271425,Nagüeles,apartments,"ground floor apartment for sale in hacienda nagueles i, marbella golden mile","air conditioning, amenities near, central heating, dining room, fully fitted kitchen, private terrace, satellite tv, security service 24h, storage room, transport near, utility room",0,0,0
271428,Golden Mile,houses,"el oasis, marbella: stunning 2 bedroom townhouse
						town house for sale in oasis de marbella, marbella golden mile","amenities near, beachside, covered terrace, fireplace, fitted wardrobes, fully fitted kitchen, gated community, heated pool, living room, marble floors, private terrace, sea view",1,1,0
271492,Nagüeles,apartments,"fantastic marbella penthouse with views to the sea
						duplex penthouse for sale in cortijo nagueles, marbella golden mile","fireplace, fitted wardrobes, fully fitted kitchen, gated community, laundry room, lift, living room, marble floors, mountainside, parquet floors, pool view, private terrace, sea view",1,1,0
271606,Nagüeles,houses,"corona de nagueles, marbella: two storey townhouse
						town house for sale in marbella","air conditioning, amenities near, barbeque, fireplace, fitted wardrobes, fully fitted kitchen, gated community, living room, marble floors, mountainside, private terrace, satellite tv, solarium, storage room, transport near, utility room",0,0,0
271621,Nagüeles,houses,"corona de nagueles, marbella: new corner townhouse 
						town house for sale in marbella","air conditioning, amenities near, central heating, dining room, fully fitted kitchen, private terrace, satellite tv, security service 24h, transport near",0,0,0
271644,Nagüeles,houses,"corona de nagueles, marbella: two storey townhouse
						town house for sale in marbella","air conditioning, amenities near, central heating, covered terrace, fitted wardrobes, fully fitted kitchen, gated community, living room, marble floors, mountainside, private terrace, satellite tv, security service 24h, transport near",0,0,0
271645,Nagüeles,houses,"corona de nagueles, marbella: two storey townhouse
						town house for sale in marbella","air conditioning, amenities near, central heating, covered terrace, fitted wardrobes, fully fitted kitchen, gated community, living room, marble floors, mountainside, private terrace, satellite tv, security service 24h, transport near",0,0,0
271646,Nagüeles,houses,"corona de nagueles, marbella: two storey townhouse
						town house for sale in marbella","air conditioning, amenities near, central heating, covered terrace, fitted wardrobes, fully fitted kitchen, gated community, living room, marble floors, mountainside, private terrace, satellite tv, security service 24h, transport near",0,0,0
271713,Golden Mile,houses,"town house for sale in montepiedra, marbella golden mile","air conditioning, central heating, fireplace, fully fitted kitchen, partly furnished, private terrace, satellite tv, storage room, transport near, utility room",0,0,0
271715,Nagüeles,houses,"corona de nagueles, marbella: two storey townhouse
						town house for sale in marbella","air conditioning, amenities near, barbeque, central heating, fitted wardrobes, fully fitted kitchen, gated community, living room, marble floors, mountainside, private terrace, satellite tv, security service 24h, transport near",0,0,0
271741,Golden Mile,houses,"golden mile, marbella: ample three storey townhouse
						town house for sale in montepiedra, marbella golden mile","air conditioning, alarm, amenities near, central heating, covered terrace, fitted wardrobes, fully fitted kitchen, marble floors, mountainside, private terrace, storage room, transport near",0,0,0
271751,Nagüeles,apartments,"marbella, golden mile: 3 bedroom apartment
						apartment for sale in hacienda nagueles i, marbella golden mile","air conditioning, amenities near, central heating, dining room, fully fitted kitchen, private terrace, satellite tv, security service 24h, transport near, utility room",0,0,0
271921,Golden Mile,houses,"el oasis, marbella: stunning townhouse
						town house for sale in oasis de marbella, marbella golden mile","amenities near, beachside, covered terrace, fitted wardrobes, fully fitted kitchen, gated community, heated pool, living room, marble floors, private terrace, sea view",1,1,0
271937,Golden Mile,houses,"golden mile, marbella: renovated townhouse
						town house for sale in montepiedra, marbella golden mile","dining room, double glazing, fireplace, fitted wardrobes, fully fitted kitchen, guest toilet, living room, marble floors, mountainside, satellite tv, storage room",0,0,0
272033,Nagüeles,apartments,"nagueles, marbella: 3 bedroom apartment
						apartment for sale in costa nagueles ii, marbella golden mile","air conditioning, covered terrace, fitted wardrobes, fully fitted kitchen, garden view, gated community, lift, living room, marble floors, mountainside, private terrace, security service 24h, storage room",0,0,0
272037,Nagüeles,apartments,"nagueles, marbella: ground floor completely reformed
						ground floor apartment for sale in cortijo nagueles, marbella golden ","air conditioning, amenities near, covered terrace, fireplace, fitted wardrobes, fully fitted kitchen, garden view, living room, mountainside, parquet floors, private terrace",0,0,0
272129,Nagüeles,apartments,"marbella: ground floor apartment close to the town center
						ground floor apartment for sale in nagueles, marbella golden mil","air conditioning, central heating, fireplace, fitted wardrobes, fully fitted kitchen, gated community, living room, marble floors, mountainside, private terrace, satellite tv, security service 24h",0,0,0
325720,Nagüeles,apartments,apartment for sale in nagueles,"condition:  good, orientation:  south west, setting:  close to golf, close to shops, close to sea, close to town, close to schools, urbanisation",0,0,0
326170,Nagüeles,houses,townhouse for sale in nagueles,"climate:  air conditioning, features:  fitted wardrobes, private terrace, utility room, ensuite bathroom, marble flooring, garden:  communal, orientation:  south west, pool:  communal, setting:  close to golf, close to sea, urbanisation",1,0,0
326990,Golden Mile,apartments,two bedroom ground floor corner apartment with private garden on marbella's golden mile,"east facing     ,   beachfront     ,   beachside                 ,  security: 24hr, gated        ,   amenities nearby     ,   transport nearby                 ,   ground floor     ,   lift",0,0,0
327071,Nagüeles,apartments,impeccable two bedroom south facing garden apartment in nagueles,"south facing                     ,   mountain side     ,  security: gated        ,   amenities nearby     ,   transport nearby                 ,   ground floor                         ,  community facilities: 1 swimming pool/s",1,0,0
327083,Nagüeles,apartments,inmaculate two bedroom garden apartment in hacienda nagueles,"east facing                     ,   mountain side     ,  security: 24hr, gated, cctv    ,  walking distance to: amenities, beach, hotel    ,   amenities nearby     ,   transport nearby         ,   family friendly         ,   ground floor     ,   lift     ,  parking spaces: 1                 ,  community facilities: 1 swimming pool/s, paddle",1,0,0
327105,Golden Mile,houses,three bedroom townhouse in a gated complex above the golden mile,"south facing                     ,   mountain side     ,  security: gated        ,   amenities nearby     ,   transport nearby                         ,  parking spaces: 1                 ,  community facilities: 1 swimming pool/s",1,0,0
327121,Golden Mile,apartments,two bedroom ground floor apartment on marbella's golden mile,"west facing                     ,   mountain side     ,  security: 24hr, gated    ,  walking distance to: amenities, beach    ,   amenities nearby     ,   transport nearby         ,   family friendly         ,   ground floor     ,   lift     ,  parking spaces: 1                 ,  community facilities: 1 swimming pool/s",1,0,0
327148,Nagüeles,houses,impeccable south-facing three bedroom corner townhouse in nagueles,"south facing                     ,   mountain side     ,  security: gated        ,   amenities nearby     ,   transport nearby                                         ,  community facilities: 2 swimming pool/s",1,0,0
327150,Golden Mile,apartments,south-west facing two bedroom apartment on marbella's golden mile,"south-west facing                     ,   mountain side     ,  security: 24hr, gated, cctv    ,  walking distance to: amenities, beach, hotel    ,   amenities nearby     ,   transport nearby         ,   family friendly         ,   first floor     ,   lift     ,  parking spaces: 1                 ,  community facilities: 1 swimming pool/s, paddle, concierge",1,0,0
327155,Nagüeles,apartments,south facing two bedroom elevated ground floor apartment in costa nagueles,"south facing                     ,   mountain side     ,  security: 24hr, gated, cctv    ,  walking distance to: amenities, beach, hotel    ,   amenities nearby     ,   transport nearby         ,   family friendly         ,   ground floor     ,   lift     ,  parking spaces: 1                 ,  community facilities: 2 swimming pool/s, concierge, play area",1,0,0
327225,Nagüeles,houses,"brand new three bedroom townhouse in nagueles, marbella","west/east facing                     ,   mountain side     ,  security: gated        ,   amenities nearby     ,   transport nearby         ,   family friendly                 ,  parking spaces: 2                 ,  community facilities: 2 swimming pool/s, paddle, play area",1,0,0
327235,Nagüeles,houses,four bedroom east facing townhouse in nagueles,"east facing                     ,   mountain side     ,  security: gated        ,   amenities nearby     ,   transport nearby                         ,  parking spaces: 3                 ,  community facilities: 2 swimming pool/s, paddle, concierge",1,0,0
327247,Golden Mile,apartments,three bedroom duplex penthouse with sea views on marbella's golden mile,"south-west facing                     ,   mountain side     ,  security: 24hr, gated, cctv    ,  walking distance to: amenities, beach, hotel    ,   amenities nearby     ,   transport nearby         ,   family friendly         ,   penthouse     ,   lift     ,  parking spaces: 1                 ,  community facilities: 1 swimming pool/s, paddle",1,0,0
327266,Golden Mile,apartments,brand new two bedroom garden apartment on marbella's golden mile,"south facing                     ,   mountain side     ,  security: 24hr, gated, cctv    ,  walking distance to: hotel    ,   amenities nearby     ,   transport nearby                 ,   ground floor     ,   lift     ,  parking spaces: 1                 ,  community facilities: 2 swimming pool/s, indoor heated pool, gym, sauna, steam room, spa, club house",1,0,0
327270,Nagüeles,houses,fully refurbished four bedroom townhouse with sea views in nagueles,"south-east facing                     ,   mountain side     ,  security: gated        ,   amenities nearby     ,   transport nearby                             ,   internet         ,  energy rating: e     ,  community facilities: 2 swimming pool/s",1,0,0
327297,Golden Mile,apartments,beachside two bed south facing apartment on marbella's golden mile,"south facing         ,   beachside                 ,  security: gated    ,  walking distance to: amenities, beach    ,   amenities nearby     ,   transport nearby                 ,   first floor                         ,  community facilities: 1 swimming pool/s",1,0,0
327331,Nagüeles,houses,"modern fully refurbished three bedroom villa in nagueles, marbella","south-west facing                     ,   mountain side             ,   amenities nearby     ,   transport nearby             ,   detached",0,0,0
327349,Golden Mile,apartments,brand new two bed penthouse with sea views on marbella's golden mile,"south facing                     ,   mountain side     ,  security: 24hr, gated, cctv    ,  walking distance to: hotel    ,   amenities nearby     ,   transport nearby                 ,   penthouse     ,   lift     ,  parking spaces: 1                 ,  community facilities: 2 swimming pool/s, indoor heated pool, gym, sauna, steam room, spa, club house",1,0,0
327414,Golden Mile,houses,three bedroom villa with lake in a great location on the golden mile,"south facing                     ,   mountain side             ,   amenities nearby     ,   transport nearby             ,   detached                     ,   separate apartment",0,0,0
327429,Golden Mile,apartments,beachfront two bedroom apartment on marbella's golden mile,"south facing     ,   beachfront     ,   beachside                 ,  security: 24hr    ,  walking distance to: amenities, beach    ,   amenities nearby     ,   transport nearby                 ,   second floor     ,   lift     ,  parking spaces: 2                 ,  community facilities: 2 swimming pool/s, indoor heated pool, gym, sauna, concierge",1,0,0
327447,Nagüeles,houses,four bedroom south facing villa with sea views in nagueles,"south facing                     ,   mountain side             ,   amenities nearby     ,   transport nearby             ,   detached             ,  parking spaces: 2",0,0,0
327473,Golden Mile,houses,villa with sea views set on a magnificent plot above marbella's golden mile,"south facing                     ,   mountain side             ,   amenities nearby                 ,   detached             ,  parking spaces: 2         ,   separate apartment",0,0,0
327708,Golden Mile,houses,"villa for sale, beach side golden mile, marbella golden mile","air conditioning, alarm, amenities near, barbeque, beachside, central heating, dining room, fireplace, fully fitted kitchen, fully furnished, kitchen equipped, living room, private terrace, satellite tv, security service 24h, separate apartment, solarium, storage room, study room, telephone, transport near, utility room, video entrance, water tank",0,0,0
327846,Golden Mile,apartments,"apartment for sale, port oasis, marbella golden mile","air conditioning, amenities near, balcony, beachside, close to children playground, close to port, close to schools, close to shops, close to town, excellent condition, fitted wardrobes, front line beach, gated community, glass doors, lift, marble floors, optional furniture, private terrace, reduced mobility access, sea view, security entrance, transport near, underfloor heating (bathrooms)",0,1,0
327861,Golden Mile,apartments,"ground floor apartment for sale, mansion club, marbella golden mile","excellent condition, covered terrace, private terrace, close to schools, sauna, fitted wardrobes, indoor pool, heated pool, gym, electric blinds, alarm, marble floors, air conditioning, fully fitted kitchen, garden view, automatic irrigation system, glass doors, home automation system, internet - wifi, reduced mobility access, underfloor heating (throughout), spa, optional furniture, 24h service",1,0,0
327866,Golden Mile,apartments,"apartment for sale, marina mariola, marbella golden mile","24h service, air conditioning, amenities near, balcony, close to schools, close to shops, close to town, doorman, excellent condition, fitted wardrobes, front line beach, fully fitted kitchen, glass doors, sea view, security entrance, security service 24h, transport near",0,1,0
327916,Golden Mile,apartments,"apartment for sale, alhambra del mar, marbella golden mile","air conditioning, beachside, close to sea/beach, close to shops, electric blinds, excellent condition, fitted wardrobes, fully fitted kitchen, gated community, internet - wifi, lift, marble floors, mountain view, optional furniture, panoramic view, private terrace, satellite tv, sea view, security shutters, storage room",0,1,0
327958,Nagüeles,houses,"villa for sale, nagueles, marbella golden mile","excellent condition, covered terrace, private terrace, jacuzzi, fully furnished, marble floors, telephone, living room, mountain view, pool view, sea view, amenities near, garden view, separate apartment, uncovered terrace, panoramic view, kitchen equipped, internet - wifi, balcony, cinema room, study room, recently renovated/refurbished",1,1,0
327963,Nagüeles,apartments,"ground floor apartment for sale, nagueles, marbella golden mile","covered terrace, double glazing, fitted wardrobes, fully fitted kitchen, garden view, marble floors, unfurnished, utility room",0,0,0
327978,Nagüeles,houses,"town house for sale, corona de nagueles, marbella golden mile","air conditioning, alarm, barbeque, brand new, close to golf, close to town, double glazing, excellent condition, fireplace, fitted wardrobes, fully fitted kitchen, garden view, gated community, marble floors, pool view, private terrace, satellite tv, telephone, tennis / paddle court, uncovered terrace, unfurnished",1,0,0
327982,Golden Mile,apartments,"ground floor apartment for sale, oasis de marbella, marbella golden mile","unfurnished, fitted wardrobes, gated community, marble floors, air conditioning, fully fitted kitchen, garden view, lift, security service 24h, beachside",0,0,0
327987,Nagüeles,houses,"town house for sale, solana de nagueles, marbella golden mile","unfurnished, fireplace, solarium, air conditioning, mountain view, fully fitted kitchen, sea view, amenities near",0,1,0
328002,Nagüeles,houses,"villa for sale, nagueles, marbella golden mile","air conditioning, amenities near, brand new, covered terrace, double glazing, fully fitted kitchen, laundry room, marble floors, mountain view, private terrace, sea view, uncovered terrace, unfurnished",0,1,0
328009,Golden Mile,apartments,"ground floor apartment for sale, mansion club, marbella golden mile","air conditioning, covered terrace, double glazing, fitted wardrobes, gated community, internet - wifi, jacuzzi, lift, marble floors, private terrace, satellite tv, sauna",0,0,0
328047,Nagüeles,houses,"town house for sale, nagueles, marbella golden mile","jacuzzi, fitted wardrobes, solarium, barbeque, marble floors, mountain view, sea view, double glazing",0,1,0
328059,Golden Mile,apartments,"penthouse for sale, mansion club, marbella golden mile","air conditioning, amenities near, bars, doorman, double glazing, excellent condition, fully fitted kitchen, gated community, gym, marble floors, mountain view, sauna, sea view, security service 24h, storage room, turkish bath, underfloor heating (bathrooms), underfloor heating (partial), unfurnished, utility room",0,1,0
328156,Golden Mile,apartments,"apartment for sale, alhambra del mar, marbella golden mile","24h service, air conditioning, amenities near, close to sea/beach, close to town, dining room, fully fitted kitchen, garden view, laundry room, living room, marble floors, security entrance, telephone, water tank",0,0,0
329713,Nagüeles,houses,"townhouse for sale, nagueles","air condition, sea views, kitchen fully fitted, private garden, delete, excellent condition, mountain views, covered terrace, bathroom ensuite, fireplace, furnitures optional, private parking, close to schools, setting: urbanisation, west orientation, fitted wardrobes, wooden floors, recently renovated, central heating, communal pool, easy maintenance garden, r2518679",1,1,0
330982,Nagüeles,apartments,"apartment for sale, nagueles","close to golf, air condition, sea views, garden views, pool views, storage room, kitchen fully fitted, delete, excellent condition, mountain views, covered terrace, bathroom ensuite, close to sea, good condition, private terrace, furnitures optional, private parking, close to shops, close to town, close to schools, setting: urbanisation, entry phone, close to port, urban views, fitted wardrobes, wooden floors, communal garden, communal pool, elevator, underground parking, south west orientation, panoramic views, gated community, setting: close to port, setting: town, close to forest, children`s pool, r2752475",1,1,0
331782,Nagüeles,houses,"villa for sale, nagueles","south orientation, private pool, air condition, sea views, garden views, pool views, storage room, kitchen fully fitted, private garden, alarm system, parking garage, delete, excellent condition, mountain views, covered terrace, bathroom ensuite, marble flooring, close to sea, private terrace, private parking, close to town, close to schools, setting: urbanisation, sauna, entry phone, fitted wardrobes, recently renovated, central heating, fully furnished, gated community, recently refurbished, north orientation, r2537564",1,1,1
332886,Nagüeles,houses,"villa for sale, nagueles","south orientation, private pool, air condition, garden views, pool views, satellite tv, storage room, unfurnished, kitchen fully fitted, private garden, alarm system, delete, covered terrace, bathroom ensuite, good condition, fireplace, private terrace, furnitures optional, private parking, close to town, close to schools, utility room, jacuzzi, entry phone, fitted wardrobes, recently renovated, courtyard views, central heating, solarium, guest apartment, security-24 hour security, servants quarters, disabled access, stables, with planning permission, car hire facility, r2497133",1,0,0
333257,Nagüeles,houses,"villa for sale, nagueles","close to golf, private pool, air condition, sea views, garden views, pool views, satellite tv, kitchen fully fitted, private garden, alarm system, parking garage, delete, excellent condition, mountain views, covered terrace, marble flooring, fireplace, private terrace, close to shops, close to schools, setting: urbanisation, sauna, jacuzzi, entry phone, landscaped garden, fitted wardrobes, indoor pool, heated pool, elevator, south west orientation, panoramic views, security-24 hour security, bathroom underfloor heating, fully furnished, gated community, lake views, setting: town, r2227619",1,1,1
335510,Nagüeles,houses,"marbella golden mile, classical villa in rocio de nagueles","pool: private,garden: private,garage: private,ibi: 2.079 ,garbage: 270 ",1,0,1
335535,Nagüeles,houses,townhouse in tomillar de nagueles with sea views on the golden mile,"pool: communal,garden: communal,garage: private,ibi: 1.700 ,garbage: 240 ",1,0,1
335707,Nagüeles,houses,"solana de nagueles, marbella golden mile, townhouse","pool: communal,garden: communal,garage: no,community: 220 ,ibi: 1.205 ,garbage: 92 ",1,0,1
335751,Nagüeles,houses,"rocio de nagueles, marbella, stunning villa","pool: private,garden: private,garage: private,ibi: 3.000 ,garbage: 200 ",1,0,1
335755,Nagüeles,houses,"marbella golden mile, nagueles, fabulous villa","pool: private,garden: private,garage: private,community: 84 ,ibi: 2.810 ,garbage: 139 ",1,0,1
335797,Golden Mile,apartments,"marina mariola, golden mile marbella, beautiful frontline beach apartment","pool: communal,garden: communal,garage: private,community: 354 ,ibi: 1.211 ,garbage: 185 ",1,0,1
335886,Golden Mile,houses,"golden mile, marbella new elegant classical style villa","pool: private,garden: private,garage: no,garbage: 200 ",1,0,1
335889,Golden Mile,houses,"marbella, golden mile, stunning contemporary style villa","pool: private,garden: private,garage: private",1,0,1
336061,Nagüeles,houses,"rocio de nagueles, villa for sale","pool: private,garden: private,garage: carport,ibi: 740 ,garbage: 280 ",1,0,1
336326,Nagüeles,apartments,2 bedroom ground floor apartment for sale in nagueles,"pool: communal,garden: communal,garage: yes,community: 90 ,ibi: 630 ,garbage: 180 ",1,0,1
336329,Nagüeles,houses,townhouse for sale in oasis de nagueles,"pool: communal,garden: communal,garage: communal,community: 196 ,ibi: 1.500 ,garbage: 190 ",1,0,1
336377,Nagüeles,apartments,beautiful 5 bedroom apartment in nagueles,"pool: communal,garden: communal,garage: communal,community: 180 ,ibi: 1.200 ,garbage: 180 ",1,0,1
336383,Golden Mile,apartments,lovely ground floor apartment in marbella golden mile close to the beach,"pool: communal,garden: private,garage: communal,community: 90 ,ibi: 720 ,garbage: 180 ",1,0,1
336402,Golden Mile,houses,3 bedroom townhouse with sea views on marbella golden mile,"pool: communal,garden: communal,garage: communal,community: 440 ,ibi: 2.000 ,garbage: 189 ",1,0,1
336435,Nagüeles,houses,lovely family villa for sale in residential area of nagueles,"pool: private,garden: private,garage: private,community: 10 ,ibi: 700 ,garbage: 180 ",1,0,1
336453,Golden Mile,apartments,duplex penthouse situated in a privileged area in marbella golden mile,"pool: communal,garden: communal,garage: communal,community: 183 ,ibi: 1.200 ,garbage: 180 ",1,0,1
336471,Nagüeles,houses,"3 bedroom townhouse for sale in nagueles, marbella golden mile","pool: communal,garden: private,garage: private,community: 128 ,ibi: 1.400 ",1,0,1
336511,Nagüeles,houses,"5 bedroom villa for sale in nagueles, marbella golden mile","pool: private,garden: private,garage: private,community: 125 ,ibi: 2.135 ,garbage: 300 ",1,0,1
336578,Nagüeles,houses,charming family villa for sale in nagueles,"pool: private,garden: private,garage: carport,ibi: 1.901 ,garbage: 278 ",1,0,1
336608,Golden Mile,houses,"1 bedroom townhouse for sale in oasis club, marbella golden mile","pool: communal,garden: no,garage: communal,community: 100 ,ibi: 900 ,garbage: 180 ",1,0,1
336652,Golden Mile,plots,"plot on the golden mile with sea views, marbella","pool: no,garden: no,garage: no,ibi: 9.425 ,garbage: 290 ",1,0,1
336782,Nagüeles,houses,"stunning villa for sale in rocio de nagueles, marbella golden mile","pool: private,garden: private,garage: carport,community: 200 ,ibi: 7.516 ,garbage: 200 ",1,0,1
336807,Golden Mile,apartments,"penthouse with sea views for sale in mansion club, marbella golden mile","pool: communal,garden: communal,garage: communal,community: 525 ,ibi: 1.367 ,garbage: 180 ",1,0,1
336818,Nagüeles,houses,beautiful villa on large plot in rocio de nagueles,"pool: private,garden: private,garage: private,ibi: 5.011 ,garbage: 278 ",1,0,1
336822,Nagüeles,houses,"villa for sale in rocio de nagueles, marbella golden mile","pool: private,garden: private,garage: private,ibi: 1.825 ,garbage: 280 ",1,0,1
336852,Nagüeles,apartments,modern duplex penthouse for sale in rocio de nagueles,"pool: communal,garden: communal,garage: communal",1,0,1
336895,Golden Mile,houses,villas for sale in marbella golden mile,"pool: private,garden: private,garage: private",1,0,1
336898,Nagüeles,apartments,ground floor corner apartment in nagueles,"pool: communal,garden: communal,garage: private,community: 87 ,ibi: 715 ,garbage: 90 ",1,0,1
336931,Nagüeles,apartments,3 bedroom apartment for sale in hacienda nagueles.,"pool: communal,garden: communal,garage: private,community: 180 ,ibi: 906 ,garbage: 180 ",1,0,1
337004,Nagüeles,houses,three bedroom townhouse for sale in nagueles,"pool: communal,garden: private,garage: private",1,0,1
337012,Nagüeles,houses,townhouse for sale in nagueles,"pool: communal,garden: communal,garage: no",1,0,1
337064,Nagüeles,houses,"marbella golden mile , nagueles, super villa for rent","pool: private,garden: private,garage: private,community: 84 ,ibi: 2.810 ,garbage: 139 ",1,0,1
337065,Nagüeles,houses,"la solana de nagueles, marbella, townhouse for rent 4 bedrooms","pool: communal,garden: no,garage: communal",1,0,1
337072,Nagüeles,houses,modern villa in nagueles,"pool: private,garden: private,garage: private",1,0,1
337083,Nagüeles,houses,5 bedroom villa for rent in nagueles.,"pool: private,garden: private,garage: private,ibi: 2.079 ,garbage: 270 ",1,0,1
359024,Nagüeles,houses,villa for sale in nagueles,"climate:  air conditioning, pre installed a/c, hot a/c, cold a/c, fireplace, features:  covered terrace, fitted wardrobes, near transport, private terrace, guest apartment, guest house, storage room, ensuite bathroom, marble flooring, barbeque, double glazing, domotics, garden:  private, orientation:  north, north east, east, south east, south, south west, west, north west, pool:  private, setting:  town, beachside, mountain pueblo, close to golf, close to shops, close to sea, close to town, close to schools, close to forest",1,0,0
359945,Nagüeles,houses,"nagueles, marbella golden mile, charming family villa for long term rent","pool: private,garden: private,garage: carport,ibi: 1.901 ,garbage: 278 ",1,0,1
359974,Nagüeles,houses,townhouse for sale in nagueles,"climate:  air conditioning, features:  covered terrace, fitted wardrobes, private terrace, storage room, utility room, ensuite bathroom, garden:  communal, orientation:  east, pool:  communal, setting:  urbanisation",1,0,0
359980,Nagüeles,apartments,apartment for sale in nagueles,"climate:  air conditioning, garden:  communal, orientation:  south, pool:  communal, view:  mountain",1,0,0
