id,title,features,living_area,total_area,plot_area,price,pool,sea_view,garage,location,type,area,price_area,loc_type_mean_price,conta_under,conta_over,over_valued,under_valued,normal,aux1,aux2,aux3,aux4
833203,3 bed  terraced townhouse for sale in nagueles,"setting  suburban, urbanisation;  orientation  north, south;  condition  excellent;  pool  communal, children`s pool;  climate control  air conditioning, central heating;  views  mountain, panoramic, garden, pool;  features  covered terrace, fitted wardrobes, private terrace, solarium, satellite tv, storage room, ensuite bathroom, marble flooring, jacuzzi, barbeque, double glazing, domotics;  furniture  not furnished;  kitchen  fully fitted;  garden  communal;  security  gated complex, electric blinds, entry phone;  parking  communal, private;  category  resale",0.0,262.0,220.0,399000,1,0,0,Nagüeles,houses,262.0,1522.9007633587787,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
833369,2 bed  ground floor apartment for sale in nagueles,"setting  close to town, urbanisation;  condition  good;  pool  communal;  views  beach, garden;  features  lift, fitted wardrobes, near transport, marble flooring, courtesy bus;  garden  communal;  security  gated complex;  parking  underground",0.0,70.0,0.0,180000,1,0,0,Nagüeles,apartments,70.0,2571.4285714285716,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
833671,opportunity villa with large plot and fantastic views in nagueles marbella,"fireplace, terrace, alarm system, mountain view, swimming pool, air conditioning, guest toilet, built-in kitchen",0.0,271.0,5528.0,2900000,1,0,0,Nagüeles,houses,271.0,10701.107011070111,3047.855824614271,2285.8918684607033,3809.819780767839,1,0,0,1,2,3,4
833705,moradia t2+1 na quinta da marinha | house agency cascais  cascais e estoril,"hall de entrada  , sala(s) de jantar  , total quarto(s) 2 , total quarto(s) interiores 0 , número de pisos 1 , escola  , transportes públicos  , auto-estrada  , hospital  , vista para montanha  , vista para jardim  , vigilância  , aquecimento central  , aspiração central  , estores electricos  , porta blindada  , porta alta segurança  , fim da construção 2012-01-01 , conservação bom , área de sala 50.00 m², área de cozinha 15.00 m², área de casa de banho 3.00 m², área de suite 25.00 m², área de quarto 25.00 m², área de casa de banho 8.00 m², área terraço 40.00 m², área útil 215.00 m², área bruta  m2, área de terreno 790.00 m², gás  , jardim  , terraço  , garagem 1 , piscina",215.0,0.0,790.0,1400000,0,0,1,Quinta da Marinha,houses,215.0,6511.627906976744,5937.7209506657655,4453.290712999324,7422.151188332207,0,0,1,1,2,3,4
833707,moradia t2+1 na quinta da marinha | house agency cascais  cascais e estoril,"hall de entrada  , total quarto(s) 2 , total quarto(s) interiores 0 , número de pisos 1 , vista para campo  , vista para jardim  , estação ferroviária  , escola  , farmácia  , hipermercado  , perto da praia  , transportes públicos  , centro da cidade  , polícia  , bombeiros  , hospital  , aquecimento central  , ar condicionado  , estores electricos  , fim da construção 1980-01-01 , conservação excelente , área de sala 75.00 m², área de cozinha 10.00 m², área de casa de banho 5.00 m², área de suite 20.00 m², área de casa de banho 20.00 m², área de suite 20.00 m², área de casa de banho 10.00 m², área de casa de banho 6.00 m², área de casa de banho 4.00 m², área útil 190.00 m², área bruta  m2, área de terreno 700.00 m², gás  , jardim",190.0,0.0,700.0,1000000,0,0,0,Quinta da Marinha,houses,190.0,5263.1578947368425,5937.7209506657655,4453.290712999324,7422.151188332207,0,0,1,1,2,3,4
837694,apartment for sale in nagueles,"condition:  good, garden:  communal, pool:  communal, setting:  close to town, urbanisation",0.0,70.0,0.0,180000,1,0,0,Nagüeles,apartments,70.0,2571.4285714285716,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
837786,apartment for sale in nagueles,property features,0.0,135.0,0.0,265000,0,0,0,Nagüeles,apartments,135.0,1962.962962962963,3007.001076165497,2255.2508071241227,3758.7513452068715,0,1,0,1,2,3,4
837793,apartment for sale in nagueles,"climate:  air conditioning, hot a/c, cold a/c, fireplace, features:  covered terrace, fitted wardrobes, private terrace, ensuite bathroom, disabled access, marble flooring, near mosque, {lng_feature_features_near_church}, garden:  communal, private, parking:  open, street, communal, security:  gated complex, entry phone, view:  garden",0.0,114.0,0.0,272000,0,0,0,Nagüeles,apartments,114.0,2385.964912280702,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
837896,apartment for sale in nagueles,"climate:  air conditioning, central heating, features:  lift, fitted wardrobes, near transport, private terrace, satellite tv, {lng_feature_features_adsl_/_wifi}, storage room, utility room, marble flooring, double glazing, garden:  communal, orientation:  south, pool:  communal, children`s pool, setting:  beachside, close to sea, close to town, close to schools, urbanisation",0.0,148.0,0.0,385000,1,0,0,Nagüeles,apartments,148.0,2601.3513513513512,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
837929,townhouse for sale in nagueles,"climate:  air conditioning, central heating, features:  covered terrace, fitted wardrobes, private terrace, solarium, satellite tv, storage room, ensuite bathroom, marble flooring, jacuzzi, barbeque, double glazing, domotics, garden:  communal, orientation:  north, south, pool:  communal, children`s pool, setting:  suburban, urbanisation",0.0,262.0,220.0,399000,1,0,0,Nagüeles,houses,262.0,1522.9007633587787,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
837949,townhouse for sale in nagueles,"climate:  air conditioning, central heating, fireplace, features:  covered terrace, fitted wardrobes, near transport, private terrace, solarium, satellite tv, {lng_feature_features_adsl_/_wifi}, gym, games room, storage room, ensuite bathroom, marble flooring, jacuzzi, double glazing, courtesy bus, near mosque, garden:  private, orientation:  west, pool:  communal, setting:  country, close to town, close to schools, close to forest, urbanisation",0.0,196.0,32.0,350000,1,0,0,Nagüeles,houses,196.0,1785.7142857142858,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
838060,townhouse for sale in nagueles,"climate:  air conditioning, fireplace, features:  covered terrace, fitted wardrobes, storage room, barbeque, double glazing, near mosque, garden:  communal, orientation:  west, pool:  communal, setting:  close to town, urbanisation",0.0,261.0,84.0,540000,1,0,0,Nagüeles,houses,261.0,2068.9655172413795,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
838119,townhouse for sale in nagueles,"climate:  hot a/c, cold a/c, fireplace, garden:  communal, orientation:  east, pool:  communal",0.0,380.0,0.0,599000,1,0,0,Nagüeles,houses,380.0,1576.3157894736842,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
838198,apartment for sale in nagueles,"climate:  hot a/c, cold a/c, furniture:  fully furnished, kitchen:  fully fitted, parking:  garage, more than one, security:  alarm system",0.0,253.0,0.0,795000,0,0,1,Nagüeles,apartments,253.0,3142.292490118577,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
838340,villa for sale in nagueles,"climate:  air conditioning, hot a/c, fireplace, u/f heating, features:  covered terrace, fitted wardrobes, private terrace, solarium, satellite tv, gym, guest house, storage room, utility room, ensuite bathroom, barbeque, garden:  private, orientation:  south, pool:  private, setting:  close to port, close to sea, close to schools, urbanisation",0.0,300.0,900.0,1250000,1,0,0,Nagüeles,houses,300.0,4166.666666666667,3047.855824614271,2285.8918684607033,3809.819780767839,1,0,0,1,2,3,4
838377,villa for sale in nagueles,"climate:  air conditioning, kitchen:  fully fitted, parking:  garage",0.0,440.0,1434.0,1695000,0,0,1,Nagüeles,houses,440.0,3852.2727272727275,3047.855824614271,2285.8918684607033,3809.819780767839,1,0,0,1,2,3,4
838412,villa for sale in nagueles,"climate:  hot a/c, cold a/c, fireplace, orientation:  south, pool:  private, indoor, heated, view:  ski",0.0,1020.0,2785.0,2850000,1,0,0,Nagüeles,houses,1020.0,2794.1176470588234,3047.855824614271,2285.8918684607033,3809.819780767839,0,0,1,1,2,3,4
838445,villa for sale in nagueles,"climate:  air conditioning, u/f heating, features:  covered terrace, fitted wardrobes, near transport, private terrace, storage room, utility room, ensuite bathroom, marble flooring, jacuzzi, garden:  private, parking:  garage, more than one",0.0,844.0,1910.0,2671000,0,0,1,Nagüeles,houses,844.0,3164.691943127962,3047.855824614271,2285.8918684607033,3809.819780767839,0,0,1,1,2,3,4
841488,"3 bedroom apartment for sale, el oasis club, marbella, malaga costa del sol, marbella golden mile","bedrooms: 3, bathrooms: 2, floor size (m2): 96, work required: none, swimming pool, garage, parking",0.0,96.0,0.0,1300000,1,0,1,Golden Mile,apartments,96.0,13541.666666666666,5135.613262929439,3851.709947197079,6419.516578661798,1,0,0,1,2,3,4
842579,"7 bedroom villa for sale, nagueles, marbella, malaga costa del sol, marbella golden mile","bedrooms: 7, bathrooms: 7, floor size (m2): 1,240, plot size (m2): 4,196, work required: none, swimming pool, lake, gite / additional accommodation, income, golf, garage, parking",0.0,1240.0,4196.0,4995000,1,0,1,Golden Mile,houses,1240.0,4028.2258064516127,4386.031261674726,3289.5234462560447,5482.539077093407,0,0,1,1,2,3,4
842597,"2 bedroom apartment for sale, mansion club, marbella, malaga costa del sol, marbella golden mile","bedrooms: 2, bathrooms: 2, floor size (m2): 180, work required: none, swimming pool, golf, gym, garage, parking",0.0,180.0,0.0,745000,1,0,1,Golden Mile,apartments,180.0,4138.888888888889,5135.613262929439,3851.709947197079,6419.516578661798,0,0,1,1,2,3,4
842600,"3 bedroom townhouse for sale, nagueles, marbella milla de oro, malaga costa del sol, andalucia","bedrooms: 3, bathrooms: 2, floor size (m2): 206, swimming pool, golf, garage, parking, tennis court",0.0,206.0,0.0,495000,1,0,1,Nagüeles,houses,206.0,2402.9126213592235,3047.855824614271,2285.8918684607033,3809.819780767839,0,0,1,1,2,3,4
846401,apartment for sale in nagueles,"climate:  air conditioning, features:  covered terrace, lift, fitted wardrobes, private terrace, ensuite bathroom, marble flooring, garden:  communal, orientation:  south, pool:  communal, setting:  close to golf, close to shops, close to sea, close to town, close to schools, urbanisation",0.0,130.0,0.0,385000,1,0,0,Nagüeles,apartments,130.0,2961.5384615384614,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
848683,apartment for sale in nagueles,"climate:  air conditioning, fireplace, features:  ensuite bathroom, marble flooring, barbeque, orientation:  west, security:  alarm system",0.0,100.0,139.0,225750,0,0,0,Nagüeles,apartments,100.0,2257.5,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
848687,apartment for sale in nagueles,"climate:  air conditioning, features:  lift, fitted wardrobes, private terrace, solarium, kitchen:  fully fitted, parking:  private, security:  24 hour security",0.0,156.0,0.0,347300,0,0,0,Nagüeles,apartments,156.0,2226.2820512820513,3007.001076165497,2255.2508071241227,3758.7513452068715,0,1,0,1,2,3,4
848698,villa for sale in nagueles,"condition:  excellent, recently renovated, furniture:  not furnished, kitchen:  fully fitted, parking:  garage, more than one, security:  gated complex, electric blinds, alarm system, view:  panoramic",0.0,420.0,522.0,950000,0,0,1,Nagüeles,houses,420.0,2261.904761904762,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
848703,villa for sale in nagueles,"condition:  excellent, furniture:  fully furnished, kitchen:  fully fitted, pool:  private",0.0,385.0,0.0,1495000,1,0,0,Nagüeles,houses,385.0,3883.116883116883,3047.855824614271,2285.8918684607033,3809.819780767839,1,0,0,1,2,3,4
851041,villa for sale in nagueles,"climate:  air conditioning, pre installed a/c, hot a/c, cold a/c, u/f heating, features:  covered terrace, fitted wardrobes, private terrace, solarium, games room, storage room, utility room, marble flooring, double glazing, garden:  private, landscaped, orientation:  south, pool:  private, setting:  close to golf, close to shops, close to sea, close to town",0.0,470.0,1000.0,2950000,1,0,0,Nagüeles,houses,470.0,6276.595744680851,3047.855824614271,2285.8918684607033,3809.819780767839,1,0,0,1,2,3,4
862325,"ground floor apartment for sale in hacienda nagueles ii, marbella golden mile","bedrooms: 3
													, 
															bathrooms: 2
													, 
															m² built: 146
													, 
															pool: communal
													, 
															garden: private
													, 
															m² plot n/a
													, 
															garage: private
													,",0.0,146.0,0.0,310000,1,0,1,Golden Mile,apartments,146.0,2123.2876712328766,5135.613262929439,3851.709947197079,6419.516578661798,0,1,0,1,2,3,4
862669,"2 bedroom apartment for sale, nagueles, marbella milla de oro, malaga costa del sol, andalucia","bedrooms: 2, bathrooms: 2, floor size (m2): 158, work required: none, swimming pool, parking",0.0,158.0,0.0,750000,1,0,0,Nagüeles,apartments,158.0,4746.835443037975,3007.001076165497,2255.2508071241227,3758.7513452068715,1,0,0,1,2,3,4
862677,"2 bedroom apartment for sale, nagueles, marbella, malaga costa del sol, marbella golden mile","bedrooms: 2, bathrooms: 2, floor size (m2): 160, work required: none, swimming pool, parking",0.0,160.0,0.0,450000,1,0,0,Golden Mile,apartments,160.0,2812.5,5135.613262929439,3851.709947197079,6419.516578661798,0,1,0,1,2,3,4
862678,"2 bedroom penthouse for sale, nagueles, marbella milla de oro, malaga costa del sol, andalucia","bedrooms: 2, bathrooms: 2, floor size (m2): 108, work required: none, swimming pool, parking",0.0,108.0,0.0,450000,1,0,0,Nagüeles,apartments,108.0,4166.666666666667,3007.001076165497,2255.2508071241227,3758.7513452068715,1,0,0,1,2,3,4
862679,"4 bedroom townhouse for sale, nagueles, marbella, malaga costa del sol, marbella golden mile","bedrooms: 4, bathrooms: 4, floor size (m2): 189, plot size (m2): 191, swimming pool, garage, parking",0.0,189.0,191.0,450000,1,0,1,Golden Mile,houses,189.0,2380.9523809523807,4386.031261674726,3289.5234462560447,5482.539077093407,0,1,0,1,2,3,4
863295,apartment for sale in nagueles,"climate:  air conditioning, hot a/c, cold a/c, features:  covered terrace, lift, fitted wardrobes, near transport, private terrace, paddle tennis, storage room, utility room, ensuite bathroom, marble flooring, double glazing, near mosque, {lng_feature_features_near_church}, garden:  communal, landscaped, orientation:  south east, pool:  communal, children`s pool, setting:  town, commercial area, beachside, close to golf, close to port, close to shops, close to sea, close to schools, close to forest, close to marina, urbanisation",0.0,97.0,0.0,280000,1,0,0,Nagüeles,apartments,97.0,2886.59793814433,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
873477,townhouse for sale in nagueles,"condition:  good, furniture:  not furnished, kitchen:  fully fitted, parking:  open, street, more than one, private, security:  gated complex, entry phone, view:  mountain, garden, street",0.0,181.0,90.0,315000,0,0,0,Nagüeles,houses,181.0,1740.3314917127072,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
874408,"3 bedroom townhouse for sale in nagueles, marbella golden mile","pool: communal,garden: private,garage: private,community: 128 ,ibi: 1.400 ",0.0,282.0,210.0,430000,1,0,1,Golden Mile,houses,282.0,1524.822695035461,4386.031261674726,3289.5234462560447,5482.539077093407,0,1,0,1,2,3,4
874409,fantastic contemporary villa in the heart of golden mile!,"pool: private,garden: private,garage: private",0.0,844.0,1910.0,2450000,1,0,1,Golden Mile,houses,844.0,2902.8436018957345,4386.031261674726,3289.5234462560447,5482.539077093407,0,1,0,1,2,3,4
874759,townhouse for sale in nagueles,"climate:  air conditioning, fireplace, features:  covered terrace, fitted wardrobes, private terrace, solarium, storage room, utility room, ensuite bathroom, marble flooring, jacuzzi, double glazing, garden:  communal, orientation:  east, west, pool:  communal, setting:  close to town, close to schools, urbanisation",0.0,330.0,0.0,495000,1,0,0,Nagüeles,houses,330.0,1500.0,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
891421,apartment for sale in nagueles,"climate:  air conditioning, hot a/c, cold a/c, fireplace, features:  fitted wardrobes, near transport, private terrace, utility room, ensuite bathroom, disabled access, marble flooring, double glazing, near mosque, garden:  communal, orientation:  west, pool:  communal, setting:  town, close to shops, close to sea, close to schools, urbanisation",0.0,140.0,0.0,228000,1,0,0,Nagüeles,apartments,140.0,1628.5714285714287,3007.001076165497,2255.2508071241227,3758.7513452068715,0,1,0,1,2,3,4
891440,apartment for sale in nagueles,property features,0.0,110.0,0.0,330000,0,0,0,Nagüeles,apartments,110.0,3000.0,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
891450,townhouse for sale in nagueles,property features,0.0,240.0,107.0,398000,0,0,0,Nagüeles,houses,240.0,1658.3333333333333,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
893043,villa in nagueles,"air conditioning, private garden, satellite tv, sauna, covered terrace, fully furnished, close to forest, close to sea, private pool, sea views, pool views, garden views, fully fitted kitchen, private terrace, barbeque, marble flooring, ensuite bathroom, fitted wardrobes, servants quarters",0.0,590.0,1200.0,1125000,1,1,0,Nagüeles,houses,590.0,1906.7796610169491,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
893257,9 bedroom villa for sale in nagueles  r124286,"bar, barbeque, covered terrace, gym, jacuzzi, private terrace",600.0,0.0,2000.0,1495000,0,0,0,Nagüeles,houses,600.0,2491.6666666666665,3047.855824614271,2285.8918684607033,3809.819780767839,0,0,1,1,2,3,4
893639,4 bedroom townhouse for sale in nagueles  r1934739,"courtesy bus, covered terrace, fitted wardrobes, jacuzzi, marble flooring, near transport, private terrace, solarium, tennis court, wood flooring",187.0,0.0,300.0,350000,0,0,0,Nagüeles,houses,187.0,1871.6577540106953,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
893734,3 bedroom penthouse for sale in nagueles  r1972479,"double glazing, ensuite bathroom, fitted wardrobes, marble flooring, solarium, storage room, utility room",216.0,0.0,0.0,400000,0,0,0,Nagüeles,apartments,216.0,1851.851851851852,3007.001076165497,2255.2508071241227,3758.7513452068715,0,1,0,1,2,3,4
893852,4 bedroom villa for sale in nagueles  r2016303,"bar, barbeque, covered terrace, ensuite bathroom, fitted wardrobes, marble flooring, private terrace, satellite tv, sauna, servants quarters",590.0,0.0,1200.0,1125000,0,0,0,Nagüeles,houses,590.0,1906.7796610169491,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
893860,3 bedroom villa for sale in nagueles  r2019050,"covered terrace, ensuite bathroom, private terrace",200.0,0.0,424.0,795000,0,0,0,Nagüeles,houses,200.0,3975.0,3047.855824614271,2285.8918684607033,3809.819780767839,1,0,0,1,2,3,4
893875,3 bedroom apartment for sale in nagueles  r2027573,"double glazing, ensuite bathroom, lift, private terrace",107.0,0.0,0.0,360000,0,0,0,Nagüeles,apartments,107.0,3364.4859813084113,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
894063,3 bedroom apartment for sale in nagueles  r2095050,"covered terrace, double glazing, marble flooring",115.0,0.0,0.0,319000,0,0,0,Nagüeles,apartments,115.0,2773.913043478261,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
894128,1 bedroom apartment for sale in nagueles  r2107004,"double glazing, lift, marble flooring, private terrace",60.0,0.0,0.0,180000,0,0,0,Nagüeles,apartments,60.0,3000.0,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
894160,3 bedroom penthouse for sale in nagueles  r2109734,"double glazing, fitted wardrobes, lift, marble flooring, satellite tv, storage room",366.0,0.0,0.0,790000,0,0,0,Nagüeles,apartments,366.0,2158.469945355191,3007.001076165497,2255.2508071241227,3758.7513452068715,0,1,0,1,2,3,4
894346,5 bedroom penthouse for sale in nagueles  r2152052,"double glazing, fitted wardrobes, marble flooring, near transport, private terrace, solarium",207.0,0.0,0.0,320000,0,0,0,Nagüeles,apartments,207.0,1545.8937198067633,3007.001076165497,2255.2508071241227,3758.7513452068715,0,1,0,1,2,3,4
894529,plot for sale in nagueles  r2220593,disabled access,0.0,0.0,1160.0,370000,0,0,0,Nagüeles,plots,1160.0,318.9655172413793,563.1206872904955,422.3405154678717,703.9008591131194,0,1,0,1,2,3,4
894708,3 bedroom penthouse for sale in nagueles  r2269460,"24 hour reception, adsl / wifi, covered terrace, double glazing, ensuite bathroom, fitted wardrobes, lift, marble flooring, near transport, paddle tennis, private terrace, satellite tv, solarium, storage room, tennis court, utility room",140.0,0.0,0.0,309000,0,0,0,Nagüeles,apartments,140.0,2207.1428571428573,3007.001076165497,2255.2508071241227,3758.7513452068715,0,1,0,1,2,3,4
894733,3 bedroom penthouse for sale in nagueles  r2274617,"courtesy bus, covered terrace, disabled access, double glazing, ensuite bathroom, fitted wardrobes, lift, marble flooring, near transport, private terrace, storage room, utility room",180.0,0.0,0.0,495000,0,0,0,Nagüeles,apartments,180.0,2750.0,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
894884,plot for sale in nagueles  r2300330,"covered terrace, utility room",0.0,0.0,15500.0,5500000,0,0,0,Nagüeles,plots,15500.0,354.83870967741933,563.1206872904955,422.3405154678717,703.9008591131194,0,1,0,1,2,3,4
895048,3 bedroom townhouse for sale in nagueles  r232405,"covered terrace, private terrace, satellite tv, solarium, storage room",356.0,0.0,0.0,465000,0,0,0,Nagüeles,houses,356.0,1306.1797752808989,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
895139,5 bedroom villa for sale in nagueles  r2338538,"adsl / wifi, barbeque, covered terrace, double glazing, fitted wardrobes, jacuzzi, lift, marble flooring, private terrace, satellite tv, solarium, storage room, utility room",450.0,0.0,30.0,1500000,0,0,0,Nagüeles,houses,450.0,3333.3333333333335,3047.855824614271,2285.8918684607033,3809.819780767839,0,0,1,1,2,3,4
895290,5 bedroom villa for sale in nagueles  r2362178,"barbeque, covered terrace, private terrace",450.0,0.0,1000.0,1350000,0,0,0,Nagüeles,houses,450.0,3000.0,3047.855824614271,2285.8918684607033,3809.819780767839,0,0,1,1,2,3,4
895557,2 bedroom penthouse for sale in nagueles  r290701,"double glazing, fitted wardrobes, lift, marble flooring, near transport, private terrace, storage room, tennis court, utility room",174.0,0.0,0.0,550000,0,0,0,Nagüeles,apartments,174.0,3160.919540229885,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
895577,3 bedroom townhouse for sale in nagueles  r37530,satellite tv,200.0,0.0,0.0,415000,0,0,0,Nagüeles,houses,200.0,2075.0,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
896069,3 bedroom townhouse for sale in nagueles  r2422403,"barbeque, covered terrace, domotics, double glazing, fitted wardrobes, gym, jacuzzi, marble flooring, near transport, paddle tennis, sauna, solarium, storage room, tennis court, utility room",150.0,0.0,70.0,490000,0,0,0,Nagüeles,houses,150.0,3266.6666666666665,3047.855824614271,2285.8918684607033,3809.819780767839,0,0,1,1,2,3,4
896133,2 bedroom apartment for sale in nagueles  r2427059,"courtesy bus, covered terrace, double glazing, fitted wardrobes, lift, marble flooring, private terrace, tennis court, utility room",100.0,0.0,0.0,260000,0,0,0,Nagüeles,apartments,100.0,2600.0,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
896135,6 bedroom penthouse for sale in nagueles  r2281136,"fitted wardrobes, gym, lift, marble flooring, private terrace, satellite tv, utility room",354.0,0.0,0.0,520000,0,0,0,Nagüeles,apartments,354.0,1468.9265536723165,3007.001076165497,2255.2508071241227,3758.7513452068715,0,1,0,1,2,3,4
896190,2 bedroom townhouse for sale in nagueles  r2302880,"covered terrace, lift, private terrace",163.0,0.0,50.0,235000,0,0,0,Nagüeles,houses,163.0,1441.717791411043,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
896320,2 bedroom penthouse for sale in nagueles  r2302601,"adsl / wifi, double glazing, fitted wardrobes, lift, marble flooring, private terrace, satellite tv",125.0,0.0,0.0,395000,0,0,0,Nagüeles,apartments,125.0,3160.0,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
897366,2 bedroom apartment for sale in nagueles  r2424629,"24 hour reception, covered terrace, disabled access, double glazing, ensuite bathroom, fitted wardrobes, lift, marble flooring, near church, near mosque, near transport, private terrace, satellite tv, utility room",85.0,0.0,0.0,299000,0,0,0,Nagüeles,apartments,85.0,3517.6470588235293,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
897410,1 bedroom apartment for sale in nagueles  r2490956,"ensuite bathroom, paddle tennis, private terrace",65.0,0.0,0.0,215000,0,0,0,Nagüeles,apartments,65.0,3307.6923076923076,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
897415,3 bedroom townhouse for sale in nagueles  r2491292,"ensuite bathroom, fitted wardrobes, near transport, private terrace",180.0,0.0,25.0,249000,0,0,0,Nagüeles,houses,180.0,1383.3333333333333,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
897435,3 bedroom townhouse for sale in nagueles  r2483735,"adsl / wifi, barbeque, double glazing, ensuite bathroom, fitted wardrobes, marble flooring, private terrace, satellite tv, wood flooring",160.0,0.0,0.0,318000,0,0,0,Nagüeles,houses,160.0,1987.5,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
897519,3 bedroom apartment for sale in nagueles  r2490802,"covered terrace, double glazing, ensuite bathroom, fitted wardrobes, lift, marble flooring, near transport, private terrace, storage room, utility room",200.0,0.0,0.0,810000,0,0,0,Nagüeles,apartments,200.0,4050.0,3007.001076165497,2255.2508071241227,3758.7513452068715,1,0,0,1,2,3,4
897556,4 bedroom villa for sale in nagueles  r2497835,"covered terrace, double glazing, ensuite bathroom, fitted wardrobes, guest apartment, jacuzzi, private terrace, satellite tv, sauna, utility room",315.0,0.0,1305.0,1150000,0,0,0,Nagüeles,houses,315.0,3650.7936507936506,3047.855824614271,2285.8918684607033,3809.819780767839,0,0,1,1,2,3,4
897559,2 bedroom apartment for sale in nagueles  r136249,"courtesy bus, double glazing, ensuite bathroom, fitted wardrobes, lift, marble flooring, near transport, private terrace, storage room, utility room",86.0,0.0,0.0,299000,0,0,0,Nagüeles,apartments,86.0,3476.7441860465115,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
897569,1 bedroom apartment for sale in the golden mile  r2497661,"bar, covered terrace, disabled access, fitted wardrobes, marble flooring, near church, near mosque, near transport, private terrace, tennis court",70.0,0.0,0.0,195000,0,0,0,Golden Mile,apartments,70.0,2785.714285714286,5135.613262929439,3851.709947197079,6419.516578661798,0,1,0,1,2,3,4
897659,3 bedroom apartment for sale in nagueles  r2413874,"covered terrace, disabled access, double glazing, fitted wardrobes, lift, near transport, private terrace, storage room",173.0,0.0,0.0,799000,0,0,0,Nagüeles,apartments,173.0,4618.49710982659,3007.001076165497,2255.2508071241227,3758.7513452068715,1,0,0,1,2,3,4
897806,3 bedroom apartment for sale in nagueles  r2405360,"covered terrace, double glazing, ensuite bathroom, fitted wardrobes, lift, marble flooring, near transport, private terrace, tennis court, utility room",112.0,0.0,0.0,269000,0,0,0,Nagüeles,apartments,112.0,2401.785714285714,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
897862,3 bedroom apartment for sale in nagueles  r2510873,"fitted wardrobes, marble flooring, storage room",108.0,0.0,0.0,324000,0,0,0,Nagüeles,apartments,108.0,3000.0,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
897912,5 bedroom villa for sale in nagueles  r2509262,"covered terrace, ensuite bathroom, gym, jacuzzi, lift, marble flooring, near mosque, private terrace, storage room, utility room",603.0,0.0,40.0,890000,0,0,0,Nagüeles,houses,603.0,1475.9535655058044,3047.855824614271,2285.8918684607033,3809.819780767839,0,1,0,1,2,3,4
897988,3 bedroom apartment for sale in nagueles  r2519252,"24 hour reception, disabled access, double glazing, ensuite bathroom, fitted wardrobes, lift, marble flooring, near church, near mosque, near transport, private terrace, satellite tv, storage room, utility room",94.0,0.0,48.0,350000,0,0,0,Nagüeles,apartments,94.0,3723.404255319149,3007.001076165497,2255.2508071241227,3758.7513452068715,0,0,1,1,2,3,4
